bblid,scanid,restExclude,restExcludeVoxelwise,restNoDataExclude,restRelMeanRMSMotion,restRelMeanRMSMotionExclude,restNSpikesMotion,restNSpikesMotionExclude,restNormCrossCorr,restNormCoverage,restCoregCrossCorr,restCoregCoverage,restVoxelwiseCoverageExclude,restRpsMapCorrectionNotApplied
80961,2632,1,1,0,0.155966,0,22,1,0.91495437,0.9837030499,0.89091535,0.9872887672,0,1
80199,2637,0,0,0,0.0225915,0,0,0,0.90958574,0.9898389979,0.88338302,0.9904071367,0,1
80179,2643,0,0,0,0.123359,0,9,0,0.90537766,0.9643647114,0.90033386,0.9753251318,0,1
81005,2644,0,0,0,0.0346987,0,0,0,0.88775586,0.9758390404,0.85971111,0.9759552199,0,1
80812,2646,0,1,0,0.155146,0,16,0,0.90558245,0.9396507721,0.88679235,0.9445785812,1,1
80607,2647,0,0,0,0.061764,0,1,0,0.91351795,0.9904079289,0.88598796,0.9936700696,0,1
80249,2648,1,1,0,0.684977,1,65,1,0.88409388,0.9513112,0.88053436,0.9761806794,1,1
81098,2653,0,0,0,0.0466168,0,0,0,0.90908942,0.9895465567,0.88527132,0.9920853097,0,1
80854,2675,0,0,0,0.0498084,0,2,0,0.91584207,0.9848834489,0.89233639,0.9887751818,0,1
81826,2682,0,0,0,0.0649717,0,1,0,0.90934676,0.9837721724,0.88261101,0.9890401772,0,1
82232,2706,0,0,0,0.0732423,0,0,0,0.90420932,0.9807254669,0.87574235,0.9839868244,0,1
81604,2720,0,0,0,0.130781,0,13,0,0.90023219,0.9885894764,0.87034416,0.9862572021,0,1
81982,2723,0,0,0,0.0292952,0,0,0,0.89876674,0.9578459314,0.87880998,0.9639859966,0,1
80575,2725,0,0,0,0.0225877,0,0,0,0.89304907,0.9479933218,0.86915642,0.9515667585,0,1
80425,2726,0,0,0,0.133633,0,11,0,0.91259732,0.9518535455,0.89941747,0.9592409184,0,1
81989,2727,0,0,0,0.0478265,0,2,0,0.90246533,0.9421764006,0.88750977,0.9503856097,0,1
82458,2728,0,0,0,0.0453466,0,1,0,0.88453446,0.9476955635,0.8608277,0.957190567,0,1
81287,2738,0,0,0,0.0589692,0,1,0,0.89987505,0.9738929772,0.87547588,0.9776820504,0,0
80680,2739,0,0,0,0.0427989,0,1,0,0.90271223,0.9869677571,0.87220661,0.989971909,0,0
81754,2740,0,0,0,0.0488757,0,0,0,0.90851481,0.9809913225,0.88888544,0.9851437356,0,0
81903,2749,0,0,0,0.0396629,0,0,0,0.90776153,0.9774129057,0.88878707,0.9809627755,0,0
81043,2750,0,0,0,0.0591004,0,0,0,0.90492869,0.9589731593,0.8883754,0.9631471993,0,0
81939,2751,0,0,0,0.029278,0,0,0,0.90036495,0.9736696585,0.87554515,0.9785186531,0,0
81595,2752,0,0,0,0.0553247,0,3,0,0.90243868,0.9681345443,0.88383704,0.9712203037,0,0
80895,2753,0,0,0,0.0979034,0,0,0,0.90852632,0.9736749756,0.89653232,0.9791194918,0,0
83080,2792,1,1,0,0.163105,0,22,1,0.90398992,0.957686418,0.88398714,0.9648948161,0,0
81544,2793,1,1,0,0.184091,0,21,1,0.89583722,0.9586222298,0.87611996,0.960555729,0,0
80289,2794,0,0,0,0.0633364,0,0,0,0.90860711,0.9577289549,0.8878641,0.9645328898,0,0
83103,2795,0,0,0,0.15644,0,18,0,0.89094134,0.9600206304,0.86806237,0.964089648,0,0
83372,2796,0,0,0,0.0219153,0,0,0,0.8921739,0.971000468,0.86137529,0.9811294534,0,0
80396,2798,0,0,0,0.0390882,0,3,0,0.89323538,0.9797098984,0.85017575,0.9851138752,0,0
83937,2811,1,1,0,0.197958,0,30,1,0.90804046,0.9729784338,0.88888952,0.9790690763,0,0
81659,2818,0,0,0,0.0346003,0,0,0,0.90823706,0.9516195925,0.89040727,0.9593221422,0,0
80603,2821,0,0,0,0.0536309,0,2,0,0.90485042,0.9805925391,0.87245214,0.9833530114,0,0
83525,2822,0,0,0,0.0236097,0,0,0,0.91328657,0.9844793484,0.89418048,0.9875788488,0,0
80537,2823,0,0,0,0.0782456,0,0,0,0.89809198,0.9618763027,0.87955428,0.9646781283,0,0
82021,2825,0,0,0,0.071874,0,1,0,0.9079138,0.9727232124,0.89013837,0.9765105155,0,0
84814,2826,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
83990,2831,0,0,0,0.0284698,0,0,0,0.90802034,0.982809775,0.887404,0.9861073408,0,0
84816,2832,0,0,0,0.0619233,0,4,0,0.90698697,0.9778116892,0.88170155,0.9806211998,0,0
83322,2854,0,0,0,0.0656948,0,2,0,0.9026242,0.9733240462,0.87803754,0.9760342755,0,0
81644,2855,0,0,0,0.121281,0,9,0,0.91002799,0.9834052916,0.88890968,0.9891131172,0,0
82051,2856,0,0,0,0.0618339,0,0,0,0.90840923,0.9712291038,0.88859492,0.9776535408,0,0
84107,2859,0,0,0,0.0285099,0,0,0,0.91257907,0.9802150241,0.89436367,0.9855988994,0,0
84233,2865,0,0,0,0.0337775,0,0,0,0.90499833,0.9836286104,0.88023007,0.9879074347,0,0
80010,2894,0,0,0,0.0977557,0,10,0,0.90372419,0.9877015186,0.87399585,0.9898492123,0,0
84394,2896,0,0,0,0.0374514,0,0,0,0.90087874,0.9686449871,0.88039876,0.9748356323,0,0
83113,2899,0,0,0,0.048188,0,0,0,0.92315341,0.9894295802,0.89794652,0.991719393,0,0
82982,2902,0,1,0,0.0368241,0,0,0,0.85852041,0.9263579906,0.84537476,0.9340973363,1,0
82907,2905,0,0,0,0.0440859,0,0,0,0.9052019,0.9548470799,0.88775151,0.9564090256,0,0
82383,2906,0,0,0,0.0613873,0,1,0,0.89974594,0.9704049513,0.87323326,0.9744556136,0,0
85394,2909,0,0,0,0.0316857,0,0,0,0.890236,0.9441171467,0.86623467,0.9528719187,0,0
83035,2911,0,0,0,0.071798,0,5,0,0.88196667,0.9395178443,0.85747895,0.9483184556,0,0
84365,2922,0,0,0,0.0246062,0,1,0,0.90195439,0.9655770131,0.88738726,0.9703342325,0,0
84321,2923,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
84332,2951,0,0,0,0.0920295,0,10,0,0.90958326,0.9715747161,0.88906803,0.9769754019,0,0
82373,2952,0,0,0,0.047711,0,1,0,0.90629038,0.9739674168,0.87768191,0.9760412609,0,0
83999,2954,0,0,0,0.02906,0,0,0,0.90099719,0.955889234,0.8741117,0.9607069876,0,0
83358,2963,0,0,0,0.0766928,0,1,0,0.91081285,0.9824588456,0.88808182,0.9871491894,0,0
84525,2964,0,0,0,0.130667,0,12,0,0.91651793,0.9826343103,0.89654127,0.9855815134,0,0
82989,2967,0,0,0,0.0900928,0,8,0,0.89724522,0.9460047216,0.8771772,0.9536447518,0,0
85603,2968,0,0,0,0.0527557,0,4,0,0.90250247,0.9785986219,0.87886726,0.9815337969,0,0
82877,2971,0,0,0,0.0314632,0,0,0,0.89219925,0.9364126505,0.86777859,0.9497443281,0,0
84973,2993,1,1,0,0.164409,0,26,1,0.89372484,0.9818739632,0.86988225,0.9867637247,0,0
81662,2995,0,0,0,0.0507542,0,1,0,0.90695244,0.9830809478,0.88649837,0.9867693749,0,0
80498,3013,0,0,0,0.0867053,0,7,0,0.89668564,0.9719681824,0.87126151,0.9786585176,0,0
86171,3014,0,0,0,0.0671415,0,3,0,0.91633151,0.9819377686,0.89576951,0.9877083283,0,0
83612,3015,0,0,0,0.0259404,0,0,0,0.90058086,0.9763441661,0.87963875,0.9801281687,0,0
80208,3016,0,0,0,0.0466293,0,1,0,0.90021583,0.9887330385,0.87666457,0.9915392454,0,0
85483,3018,0,0,0,0.040674,0,0,0,0.90061403,0.9668637544,0.8856669,0.9701688347,0,0
82674,3020,0,0,0,0.021518,0,0,0,0.91067697,0.9848355949,0.88607395,0.9896443857,0,0
88162,3023,0,0,0,0.0450312,0,0,0,0.90853784,0.9874994683,0.8834129,0.9917580421,0,0
82587,3033,0,0,0,0.097463,0,10,0,0.90996868,0.9720000851,0.88661484,0.9729984408,0,0
85165,3034,0,0,0,0.0852516,0,0,0,0.89947453,0.9589731593,0.8774612,0.9604490942,0,0
82492,3036,0,0,0,0.0573967,0,0,0,0.92211468,0.9770088052,0.90280426,0.980733259,0,0
82825,3038,0,0,0,0.0390069,0,0,0,0.89216104,0.9600738016,0.86670045,0.9654454971,0,0
84288,3039,0,0,0,0.0504867,0,0,0,0.92277174,0.9699317283,0.90141997,0.9784030822,0,0
83616,3040,0,0,0,0.0486971,0,1,0,0.89773245,0.9761367987,0.86952353,0.976428784,0,0
82155,3043,0,0,0,0.0577219,0,1,0,0.90000486,0.9624718194,0.88553175,0.966684659,0,0
84511,3044,0,0,0,0.0556606,0,0,0,0.91155589,0.985829895,0.89203294,0.9880172434,0,0
83328,3045,0,0,0,0.0320834,0,0,0,0.9065018,0.9819218172,0.88137346,0.9845711254,0,0
85392,3048,0,0,0,0.0530395,0,2,0,0.90485827,0.9711812498,0.88760012,0.9764499595,0,0
83429,3075,0,0,0,0.0839172,0,6,0,0.90197027,0.9559105024,0.88706575,0.9634485969,0,0
81855,3076,0,0,0,0.0250112,0,1,0,0.90759516,0.9833627547,0.88558646,0.986835553,0,0
83972,3081,0,0,0,0.0260367,0,0,0,0.90515665,0.9677304437,0.88751282,0.9726914396,0,0
84735,3083,0,1,0,0.0629589,0,1,0,0.91668563,0.9884405973,0.89076992,0.9911073263,1,0
81760,3085,0,0,0,0.124441,0,11,0,0.9024071,0.9803266834,0.870751,0.980635656,0,0
87696,3086,0,0,0,0.023568,0,0,0,0.90569154,0.9753711345,0.88100345,0.979232701,0,0
85139,3088,1,1,0,0.161016,0,25,1,0.91190876,0.9868295122,0.88766266,0.9886869258,0,0
86435,3090,1,1,0,0.499956,1,44,1,0.91205284,0.9801884385,0.89012173,0.9834743298,0,0
86460,3091,0,0,0,0.0285348,0,0,0,0.90882164,0.986728487,0.88865356,0.9900528975,0,0
82039,3112,0,0,0,0.0427728,0,0,0,0.91122137,0.9811827386,0.89158598,0.9867530532,0,0
83987,3113,0,0,0,0.0723966,0,1,0,0.90870941,0.9771789528,0.89034908,0.9830947941,0,0
87045,3115,0,0,0,0.0284944,0,0,0,0.90162363,0.9813156664,0.87517586,0.9836616707,0,0
83648,3116,0,0,0,0.0346147,0,0,0,0.90661704,0.9786411588,0.88712085,0.9818217285,0,0
86633,3117,0,0,0,0.0359842,0,0,0,0.9143041,0.9817516696,0.89108355,0.9852080791,0,0
82063,3118,0,0,0,0.0363676,0,0,0,0.88826948,0.9238855333,0.85925842,0.9237968657,0,0
87282,3122,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
84535,3124,1,1,0,0.182469,0,24,1,0.90251391,0.9737334638,0.88216492,0.9785999147,0,0
82914,3125,0,0,0,0.13178,0,19,0,0.91874705,0.9794759454,0.9070871,0.9844379931,0,0
83207,3138,0,0,0,0.0462864,0,0,0,0.9031474,0.9741162959,0.87571863,0.9781922909,0,0
87548,3139,0,0,0,0.0361199,0,0,0,0.90223901,0.9731485814,0.87879966,0.978477645,0,0
81353,3141,0,0,0,0.034204,0,0,0,0.90661048,0.9751159131,0.88063923,0.9797999973,0,0
87804,3144,0,0,0,0.060964,0,3,0,0.90143321,0.9732389724,0.88155918,0.9770091721,0,0
80265,3145,0,0,0,0.0289194,0,0,0,0.9028277,0.9623069889,0.89002083,0.9694709527,0,0
85057,3146,0,0,0,0.0252371,0,0,0,0.91079678,0.9787315497,0.88519411,0.9825697238,0,0
86514,3152,0,0,0,0.0371394,0,1,0,0.895026,0.9786305245,0.8731137,0.9837243316,0,0
85862,3153,0,0,0,0.0375647,0,0,0,0.91200147,0.9844314944,0.88430792,0.9884542211,0,0
84758,3178,0,0,0,0.0502889,0,4,0,0.91543799,0.981485814,0.89835423,0.9863460118,0,0
81528,3179,0,0,0,0.0269706,0,0,0,0.89033579,0.9698466545,0.86668404,0.9749633314,0,0
85812,3183,0,0,0,0.0773222,0,5,0,0.91279308,0.9834425114,0.89003697,0.9878668302,0,0
81222,3184,0,0,0,0.0176113,0,0,0,0.91121202,0.9793217492,0.88687618,0.9849159869,0,0
88137,3187,0,0,0,0.0660995,0,1,0,0.90815073,0.9838731975,0.88780908,0.9873626872,0,0
85464,3189,0,0,0,0.0522446,0,0,0,0.90080359,0.9775511507,0.87983126,0.9818538023,0,0
87144,3190,0,0,0,0.1507,0,14,0,0.91155204,0.9779818368,0.88838911,0.9840955806,0,0
82935,3201,0,0,0,0.0298853,0,0,0,0.91394262,0.9886745502,0.89454714,0.9922355291,0,0
86990,3202,1,1,0,0.426085,1,58,1,0.90364893,0.9753179634,0.88244705,0.9809053065,1,0
88190,3209,0,0,0,0.028766,0,0,0,0.91008788,0.988382109,0.88982268,0.9912814662,0,0
87947,3210,0,0,0,0.0336368,0,0,0,0.89819695,0.9406716577,0.8807236,0.9516514397,0,0
82790,3211,0,0,0,0.0510062,0,1,0,0.90932383,0.9811136161,0.8864455,0.9854306244,0,0
89053,3212,1,1,0,0.203319,1,29,1,0.91741031,0.9870794164,0.89110364,0.9900344411,0,0
87048,3213,0,0,0,0.0435351,0,0,0,0.90234778,0.9720638905,0.8856532,0.9780715972,0,0
85632,3214,1,1,0,0.431793,1,58,1,0.90367135,0.9676081501,0.87757918,0.9731186455,0,0
88013,3216,0,0,0,0.121804,0,12,0,0.90967342,0.9856810158,0.88233073,0.9870621679,0,0
85083,3224,1,1,0,0.701156,1,57,1,0.90984867,0.9662044324,0.89038524,0.9704929541,1,0
87209,3225,0,0,0,0.100292,0,7,0,0.90087554,0.9789070144,0.87735601,0.9800954542,0,0
85173,3226,0,0,0,0.0611181,0,4,0,0.88654428,0.9480943469,0.85832414,0.9519729721,0,0
88621,3230,1,1,0,0.337322,1,48,1,0.89717179,0.9735845847,0.87628215,0.9783458951,0,0
86126,3231,0,1,0,0.0502838,0,1,0,0.91051469,0.9715800332,0.88959623,0.9734704684,1,0
86924,3232,0,0,0,0.0560006,0,0,0,0.91735536,0.990035731,0.89808797,0.9932786833,0,0
87344,3233,0,0,0,0.0350343,0,0,0,0.91927756,0.9862233613,0.89195525,0.9897483445,0,0
85547,3234,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
88867,3235,0,0,0,0.112622,0,11,0,0.915064,0.9890680166,0.88981787,0.9932537533,0,0
89115,3239,1,1,0,0.29457,1,24,1,0.9070327,0.9755093794,0.87929476,0.9745188532,0,0
88770,3245,0,0,0,0.0693708,0,6,0,0.90801185,0.9740631248,0.88730993,0.9783019276,0,0
87670,3246,0,0,0,0.0371546,0,0,0,0.90587467,0.9786305245,0.88489055,0.9816085299,0,0
87530,3248,0,0,0,0.162053,0,17,0,0.91325995,0.9758922115,0.88487406,0.97888384,0,0
85159,3281,0,0,0,0.0290281,0,0,0,0.91157058,0.9804596113,0.89433552,0.9853224218,0,0
88055,3282,0,0,0,0.0672963,0,4,0,0.90530109,0.9764770939,0.87971196,0.9797611894,0,0
86506,3284,0,0,0,0.0246263,0,0,0,0.91129148,0.972276575,0.89006235,0.9767235441,0,0
85765,3290,0,0,0,0.0554174,0,0,0,0.90732657,0.9784497427,0.88276774,0.9818579943,0,0
87905,3291,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
88547,3293,0,0,0,0.0336435,0,0,0,0.91296835,0.9803851717,0.89064039,0.9845163521,0,0
88305,3295,0,0,0,0.053344,0,3,0,0.9066269,0.975535965,0.89180034,0.9804124418,0,0
88241,3296,0,0,0,0.107367,0,7,0,0.91434655,0.9835009997,0.89369866,0.9882600325,0,0
82293,3297,0,0,0,0.0581064,0,2,0,0.88907603,0.9439044622,0.86552176,0.947607486,0,0
85412,3308,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
82217,3309,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
89716,3313,1,1,0,0.420873,1,35,1,0.91150187,0.9888712834,0.89387639,0.9926100775,0,0
88395,3314,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
85063,3316,0,0,0,0.0329125,0,0,0,0.90490333,0.9738717088,0.88242715,0.977513305,0,0
85980,3320,0,0,0,0.118102,0,17,0,0.91261312,0.9871857587,0.88563186,0.9900987093,0,0
90666,3321,0,0,0,0.0484899,0,0,0,0.91504119,0.9863828747,0.89413256,0.9898401032,0,0
90613,3322,0,1,0,0.068547,0,5,0,0.91827256,0.9758390404,0.89713559,0.9809829346,1,0
85960,3323,0,0,0,0.0305791,0,0,0,0.90945884,0.9801193161,0.8844934,0.9847268387,0,0
82281,3325,0,0,0,0.0332345,0,0,0,0.91117436,0.9807201498,0.89233667,0.9850304966,0,0
86707,3326,0,0,0,0.0415837,0,2,0,0.91670256,0.9826715301,0.89179002,0.9863275675,0,0
89557,3327,0,0,0,0.0365155,0,0,0,0.90080444,0.9875420052,0.87400642,0.9908488218,0,0
82962,3340,1,1,0,0.24913,1,29,1,0.90749238,0.9686662555,0.87986935,0.9719423101,0,0
88869,3341,0,0,0,0.02763,0,0,0,0.91032346,0.9841975414,0.88115639,0.9875238281,0,0
90772,3344,0,0,0,0.021164,0,0,0,0.89903546,0.9628280659,0.88251896,0.9689504504,0,0
85983,3345,0,0,0,0.0559597,0,0,0,0.90761324,0.9643009061,0.88807712,0.969481562,0,0
88402,3346,0,0,0,0.0523757,0,1,0,0.90420505,0.9873080523,0.87969586,0.9893621951,0,0
86921,3350,0,0,0,0.0906862,0,10,0,0.91969907,0.9811880557,0.89973803,0.9862571482,0,0
89834,3353,0,0,0,0.0628739,0,1,0,0.9201752,0.9772161726,0.89658099,0.9825209248,0,0
91332,3362,0,0,0,0.0456915,0,1,0,0.91334365,0.9804915139,0.89217565,0.9856363623,0,0
90667,3363,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
89260,3367,0,0,0,0.0923413,0,9,0,0.9112738,0.9809168829,0.89139282,0.9851472663,0,0
80765,3369,0,0,0,0.0369821,0,0,0,0.90228693,0.9675975159,0.87991737,0.9747340842,0,0
82202,3370,0,0,0,0.077499,0,8,0,0.91320263,0.9838519291,0.88637136,0.9874895554,0,0
92860,3371,1,1,0,0.158704,0,21,1,0.90380538,0.985356672,0.88282858,0.9882745968,0,0
91422,3372,0,0,0,0.0912676,0,8,0,0.89424297,0.9702507551,0.8656583,0.9753165576,0,0
92182,3373,1,1,0,0.189489,0,21,1,0.91210421,0.9903388065,0.89182927,0.9938851924,0,0
89786,3374,0,0,0,0.0324925,0,0,0,0.90286098,0.9678421031,0.87578172,0.9721534765,0,0
91740,3397,1,1,0,0.623055,1,82,1,0.90294937,0.9946084479,0.87960312,0.9960249702,0,0
87878,3400,0,0,0,0.0751145,0,7,0,0.90483982,0.9745097623,0.88184957,0.9754374137,0,0
82511,3404,0,0,0,0.0444441,0,0,0,0.89881901,0.9797471182,0.87252944,0.9841696557,0,0
90462,3405,1,1,0,0.398965,1,75,1,0.90809318,0.9792260411,0.88469974,0.9830495145,0,0
85679,3407,0,0,0,0.0252454,0,0,0,0.90514415,0.9729784338,0.87794111,0.9795373188,0,0
90744,3408,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
91723,3409,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
90241,3410,1,1,0,0.257829,1,24,1,0.91853595,0.9832936323,0.90310482,0.9878831504,0,0
87064,3411,0,0,0,0.0591434,0,2,0,0.91274481,0.9778754945,0.89593604,0.9845252876,0,0
88425,3414,0,0,0,0.0282604,0,0,0,0.91310374,0.9768280234,0.89435713,0.9816976588,0,0
90217,3426,1,1,0,0.20382,1,23,1,0.9162608,0.9852981837,0.89892707,0.9896506247,0,0
81162,3427,0,0,0,0.0442591,0,0,0,0.90320038,0.9756954784,0.88396302,0.9817708266,0,0
89653,3428,0,0,0,0.0588217,0,4,0,0.91020383,0.9809806883,0.88235168,0.9846275289,0,0
86820,3429,0,0,0,0.0690539,0,1,0,0.89623481,0.9868454635,0.86686377,0.9902968226,0,0
93463,3430,0,0,0,0.0572442,0,0,0,0.90977899,0.9874250288,0.8850429,0.9911845273,0,0
91460,3432,0,0,0,0.0917974,0,10,0,0.9032684,0.9780828619,0.88028084,0.9816389401,0,0
82746,3433,0,0,0,0.0504718,0,1,0,0.91285351,0.9877865924,0.88996397,0.9923463562,0,0
89816,3434,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
91310,3435,0,0,0,0.0660581,0,6,0,0.91845539,0.9841550045,0.89043911,0.9878105041,0,0
80889,3437,0,0,0,0.0251501,0,0,0,0.90930675,0.9787847208,0.88432963,0.9825523156,0,0
86853,3449,0,0,0,0.0391155,0,1,0,0.897864,0.9780669106,0.87281302,0.9845001962,0,0
89300,3450,1,1,0,0.5566,1,51,1,0.90028282,0.9826981157,0.87536147,0.9870881158,0,0
93278,3456,0,0,0,0.0753923,0,2,0,0.90425312,0.9756529415,0.87962088,0.9803195679,0,0
86440,3457,0,0,0,0.0389799,0,0,0,0.89236014,0.9514388107,0.86565981,0.9544545013,0,0
90964,3458,0,0,0,0.160611,0,11,0,0.90587044,0.9800874134,0.89059088,0.9855300907,0,0
90746,3459,0,0,0,0.0681801,0,7,0,0.90956398,0.9823790889,0.8872203,0.9874034078,0,0
91104,3463,0,0,0,0.0711531,0,7,0,0.91826097,0.9772640266,0.90222953,0.9805587887,0,0
88568,3464,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
90077,3465,0,0,0,0.0449221,0,0,0,0.90769322,0.9778595432,0.88156728,0.9820085642,0,0
88589,3466,0,0,0,0.0619439,0,5,0,0.91288214,0.9784922796,0.89442281,0.9845531162,0,0
87277,3467,0,0,0,0.0320615,0,0,0,0.91253798,0.9829639713,0.88923091,0.9861574555,0,0
93542,3473,0,0,0,0.0409078,0,1,0,0.89873812,0.979784338,0.86809368,0.9837257698,0,0
91341,3474,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
89063,3475,0,0,0,0.170739,0,19,0,0.89845166,0.9676453699,0.88158272,0.9730425231,0,0
80557,3476,0,0,0,0.0422342,0,0,0,0.90727986,0.9634235825,0.88923535,0.9676664219,0,0
82784,3488,0,0,0,0.047111,0,1,0,0.90908367,0.976998171,0.88465958,0.9821652138,0,0
91486,3489,1,1,0,0.493032,1,23,1,0.89600566,0.9866061934,0.87122795,0.9912364119,0,0
92051,3490,0,0,0,0.0465259,0,1,0,0.91762635,0.9899293888,0.88967113,0.9913892713,0,0
91364,3493,0,0,0,0.149032,0,18,0,0.90609364,0.9903494407,0.87590855,0.992903842,0,0
88486,3494,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
84053,3495,0,0,0,0.0565163,0,0,0,0.89798584,0.9581277384,0.86565295,0.9588891237,0,0
91919,3497,1,1,0,0.176774,0,23,1,0.90587397,0.9795237994,0.88608513,0.9853406321,0,0
89383,3498,1,1,0,0.160562,0,23,1,0.91270521,0.9849259858,0.88539119,0.9885477851,0,0
96118,3500,0,0,0,0.0700712,0,4,0,0.90852434,0.9887649411,0.87933874,0.9911478754,0,0
92582,3502,1,1,0,0.209219,1,29,1,0.91016087,0.9677995662,0.89058568,0.9717182709,0,0
87679,3508,0,0,0,0.116753,0,10,0,0.90501167,0.9701444128,0.88144524,0.9724193686,0,0
86626,3512,0,0,0,0.106399,0,7,0,0.91345571,0.9814113744,0.89278977,0.9862384957,0,0
84803,3513,0,0,0,0.0727567,0,2,0,0.91226569,0.9812624953,0.88634673,0.9832891511,0,0
89525,3516,0,0,0,0.0363276,0,0,0,0.91741676,0.9822567953,0.89524181,0.9856489764,0,0
93042,3523,0,0,0,0.054152,0,0,0,0.90853975,0.9609617594,0.88984025,0.9690808105,0,0
84069,3524,0,0,0,0.0515652,0,0,0,0.90400282,0.9746745928,0.87814615,0.9782567111,0,0
84446,3526,0,0,0,0.0322386,0,0,0,0.89209625,0.9776681272,0.86774104,0.981482312,0,0
86162,3528,1,1,0,1.43355,1,100,1,0.88470056,0.9540548301,0.86589352,0.9574187484,1,0
95624,3529,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
88859,3532,0,0,0,0.0842143,0,2,0,0.90549958,0.9848834489,0.88136423,0.9862403244,0,0
85822,3534,0,0,0,0.0293479,0,0,0,0.91768885,0.9875526395,0.8917149,0.9908693948,0,0
87457,3535,0,0,0,0.0353945,0,0,0,0.90741474,0.9740365392,0.88671454,0.979193163,0,0
88094,3536,0,0,0,0.0397897,0,0,0,0.913464,0.9797949722,0.89210473,0.985550479,0,0
90113,3540,0,0,0,0.0298517,0,1,0,0.92012338,0.9830065082,0.89940426,0.9879723445,0,0
88918,3541,0,0,0,0.0540339,0,0,0,0.91054453,0.9710111022,0.89321274,0.9750411387,0,0
88773,3543,0,0,0,0.0948675,0,10,0,0.9129978,0.9826236761,0.89646482,0.9870629233,0,0
83708,3564,0,0,0,0.0577712,0,2,0,0.91389622,0.9796035561,0.89411967,0.9831069467,0,0
91956,3567,0,0,0,0.0779049,0,10,0,0.91150783,0.984463397,0.89042728,0.9884944845,0,0
86287,3568,0,0,0,0.0619073,0,4,0,0.91256096,0.9829692884,0.89263376,0.9858310105,0,0
98277,3569,0,0,0,0.0328957,0,0,0,0.91167546,0.9888021609,0.89128956,0.9921166295,0,0
88075,3575,0,0,0,0.0338296,0,0,0,0.89088686,0.9504817305,0.86737276,0.9562111259,0,0
91469,3578,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
85948,3579,0,0,0,0.0537867,0,1,0,0.90440997,0.9738238547,0.88163488,0.978779507,0,0
92043,3581,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
90877,3582,0,0,0,0.0416249,0,1,0,0.9175499,0.9786571101,0.89250252,0.985575512,0,0
97565,3583,1,1,0,2.02357,1,114,1,0.85605214,0.9343868306,0.83218744,0.9389655446,0,0
86583,3584,0,0,0,0.0254567,0,0,0,0.90321254,0.961700838,0.87967836,0.9654749153,0,0
93808,3586,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
85286,3594,0,0,0,0.0508193,0,1,0,0.90515682,0.9814751798,0.88229617,0.9869369418,0,0
89534,3595,0,0,0,0.0404277,0,0,0,0.91199044,0.9858192608,0.88832197,0.9886475571,0,0
91241,3596,0,0,0,0.0270135,0,0,0,0.91412037,0.9831288018,0.89393964,0.9873771151,0,0
93759,3598,0,0,0,0.0311233,0,0,0,0.90706138,0.980257561,0.88123324,0.9852452463,0,0
98450,3599,0,0,0,0.111448,0,10,0,0.91197246,0.9784444256,0.89049665,0.9836833944,0,0
95930,3600,1,1,0,0.575549,1,62,1,0.9166617,0.9813369348,0.89289921,0.9849702496,0,0
90042,3609,0,0,0,0.0287188,0,0,0,0.90400932,0.976572802,0.87764351,0.9784962314,0,0
83580,3610,0,0,0,0.0151453,0,0,0,0.9038645,0.9664383853,0.87709303,0.9694228796,0,0
84356,3611,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
92669,3613,0,0,0,0.031733,0,0,0,0.90559931,0.9766844613,0.88244622,0.9812238586,0,0
98320,3614,0,0,0,0.129874,0,12,0,0.91484758,0.9797630695,0.89085527,0.9849518516,0,0
93787,3615,0,0,0,0.0263808,0,0,0,0.91615498,0.9830756307,0.88999051,0.9858925502,0,0
93734,3616,0,0,0,0.059212,0,0,0,0.90665204,0.9836445617,0.87585217,0.9876255222,0,0
93879,3618,0,0,0,0.0643797,0,4,0,0.90577011,0.9808690289,0.88318884,0.9869249862,0,0
93469,3633,0,0,0,0.0534184,0,2,0,0.90005526,0.9602545834,0.87266378,0.964421199,0,0
91555,3634,0,0,0,0.0741077,0,5,0,0.89722961,0.957495002,0.87527054,0.962310804,0,0
